amount_tsh,date_recorded,gps_height,basin,region,population,scheme_management,permit,construction_year,extraction_type_class,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,month_recorded,age
0.0,2011-07-09,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,7,41
0.0,2011-04-12,0,Rufiji,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,river/lake,communal standpipe,functional needs repair,4,41
0.0,2011-04-14,0,Rufiji,Mbeya,0,WUA,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,4,41
0.0,2011-03-10,1705,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000002000,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
1000.0,2011-02-24,1712,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,annually,good,enough,shallow well,hand pump,functional,2,41
30.0,2011-03-14,128,Wami/Ruvu,Pwani,50,WUA,True,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,river/lake,communal standpipe,non functional,3,41
25000.0,2011-04-14,1768,Rufiji,Iringa,25,WUA,True,1970-01-01 00:00:00.000001987,gravity,monthly,good,enough,river/lake,communal standpipe,functional,4,41
50.0,2013-02-22,232,Ruvuma/Southern Coast,Mtwara,150,VWC,True,1970-01-01 00:00:00.000002011,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,2,43
1500.0,2013-03-25,1567,Pangani,Kilimanjaro,500,Water authority,True,1970-01-01 00:00:00.000001978,gravity,annually,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2013-02-28,1607,Pangani,Kilimanjaro,1,Company,True,1970-01-01 00:00:00.000001962,gravity,monthly,good,insufficient,spring,communal standpipe,non functional,2,43
50.0,2013-01-18,1135,Lake Victoria,Mara,100,VWC,True,1970-01-01 00:00:00.000001978,gravity,per bucket,good,enough,river/lake,communal standpipe,non functional,1,43
0.0,2012-10-10,0,Internal,Shinyanga,0,Parastatal,False,1970-01-01 00:00:00.000000000,gravity,unknown,good,seasonal,rainwater harvesting,communal standpipe,functional needs repair,10,42
0.0,2011-08-01,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,functional,8,41
500.0,2011-02-22,1768,Rufiji,Iringa,40,VWC,False,1970-01-01 00:00:00.000002010,rope pump,monthly,good,enough,borehole,hand pump,functional,2,41
500.0,2011-07-03,1593,Rufiji,Iringa,40,VWC,False,1970-01-01 00:00:00.000002009,handpump,on failure,good,enough,borehole,hand pump,functional,7,41
0.0,2011-07-27,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,colored,insufficient,spring,other,functional needs repair,7,41
0.0,2011-08-05,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,unknown,dry,spring,improved spring,non functional,8,41
0.0,2011-07-20,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,spring,other,functional,7,41
0.0,2013-03-13,1315,Pangani,Arusha,400,WUA,False,1970-01-01 00:00:00.000002012,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,functional,3,43
10.0,2011-03-15,205,Wami/Ruvu,Pwani,100,VWC,True,1970-01-01 00:00:00.000001982,submersible,per bucket,good,enough,dam,communal standpipe,non functional,3,41
10.0,2013-03-18,1685,Internal,Arusha,200,VWC,True,1970-01-01 00:00:00.000002009,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,3,43
0.0,2011-01-04,1397,Rufiji,Iringa,20,WUA,True,1970-01-01 00:00:00.000001978,gravity,on failure,good,dry,river/lake,other,non functional,1,41
0.0,2011-07-18,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2013-01-20,1232,Lake Tanganyika,Rukwa,100,Water authority,True,1970-01-01 00:00:00.000001985,other,never pay,good,enough,borehole,hand pump,non functional,1,43
0.0,2011-04-04,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,unknown,unknown,dry,river/lake,communal standpipe,non functional,4,41
1000.0,2013-03-03,1055,Pangani,Kilimanjaro,450,Water authority,True,1970-01-01 00:00:00.000002011,gravity,monthly,good,insufficient,spring,communal standpipe,functional needs repair,3,43
0.0,2011-11-07,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,11,41
0.0,2013-04-04,744,Pangani,Kilimanjaro,1,Water authority,True,1970-01-01 00:00:00.000001976,gravity,monthly,good,insufficient,spring,communal standpipe,functional needs repair,4,43
0.0,2012-10-16,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,seasonal,shallow well,hand pump,functional,10,42
500.0,2013-03-23,1897,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000002000,gravity,on failure,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-04-10,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,shallow well,hand pump,functional needs repair,4,41
0.0,2013-03-21,1661,Pangani,Kilimanjaro,140,Water authority,True,1970-01-01 00:00:00.000002002,gravity,never pay,good,insufficient,spring,communal standpipe,functional needs repair,3,43
0.0,2013-04-03,1297,Pangani,Arusha,90,VWC,True,1970-01-01 00:00:00.000002002,gravity,unknown,good,insufficient,river/lake,communal standpipe,non functional,4,43
750.0,2013-02-08,1071,Lake Tanganyika,Kigoma,570,Water authority,True,1970-01-01 00:00:00.000002005,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,2,43
0.0,2011-03-21,120,Wami/Ruvu,Pwani,1,VWC,True,1970-01-01 00:00:00.000001988,motorpump,never pay,good,insufficient,river/lake,communal standpipe,non functional,3,41
0.0,2013-01-22,1201,Lake Victoria,Mara,1,Parastatal,False,1970-01-01 00:00:00.000002009,gravity,unknown,good,seasonal,rainwater harvesting,communal standpipe,functional,1,43
0.0,2011-04-05,966,Wami/Ruvu,Morogoro,700,VWC,True,1970-01-01 00:00:00.000001996,handpump,never pay,good,enough,shallow well,hand pump,functional,4,41
0.0,2012-10-15,0,Lake Tanganyika,Shinyanga,0,Parastatal,True,1970-01-01 00:00:00.000000000,handpump,unknown,good,seasonal,rainwater harvesting,hand pump,functional,10,42
0.0,2011-08-07,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,borehole,hand pump,functional,8,41
20.0,2011-04-02,0,Pangani,Tanga,120,VWC,True,1970-01-01 00:00:00.000001999,handpump,per bucket,good,insufficient,shallow well,hand pump,functional,4,41
0.0,2011-07-27,1281,Lake Victoria,Mwanza,350,VWC,True,1970-01-01 00:00:00.000001982,other,never pay,good,insufficient,river/lake,communal standpipe,non functional,7,41
10.0,2013-01-20,508,Ruvuma/Southern Coast,Mtwara,630,VWC,False,1970-01-01 00:00:00.000002006,gravity,per bucket,good,insufficient,spring,communal standpipe,non functional,1,43
0.0,2013-02-19,1556,Internal,Manyara,270,VWC,True,1970-01-01 00:00:00.000002008,gravity,never pay,good,dry,spring,communal standpipe,non functional,2,43
0.0,2011-03-28,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,on failure,good,dry,river/lake,communal standpipe,non functional,3,41
0.0,2013-02-14,0,Internal,Tabora,0,VWC,False,1970-01-01 00:00:00.000000000,other,on failure,good,seasonal,shallow well,other,non functional,2,43
500.0,2011-02-27,373,Wami/Ruvu,Morogoro,1,VWC,True,1970-01-01 00:00:00.000002005,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,2,41
0.0,2011-04-14,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,enough,spring,communal standpipe,functional needs repair,4,41
0.0,2011-08-08,102,Pangani,Tanga,100,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,8,41
50.0,2011-03-30,1261,Wami/Ruvu,Morogoro,250,VWC,True,1970-01-01 00:00:00.000002006,submersible,per bucket,good,enough,borehole,communal standpipe,non functional,3,41
0.0,2011-07-11,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,other,per bucket,good,insufficient,shallow well,other,non functional,7,41
0.0,2011-03-30,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,dry,borehole,communal standpipe,non functional,3,41
0.0,2011-03-02,0,Pangani,Tanga,200,VWC,True,1970-01-01 00:00:00.000002009,handpump,unknown,good,seasonal,shallow well,hand pump,non functional,3,41
2000.0,2011-03-09,1007,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001989,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-08-04,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,rainwater harvesting,communal standpipe,non functional,8,41
2000.0,2011-03-15,1114,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001991,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-03-19,165,Pangani,Tanga,1000,VWC,False,1970-01-01 00:00:00.000002004,gravity,never pay,good,insufficient,spring,communal standpipe,functional,3,41
6.0,2013-06-03,1421,Pangani,Kilimanjaro,30,Water Board,True,1970-01-01 00:00:00.000002008,gravity,per bucket,good,enough,spring,communal standpipe,functional,6,43
0.0,2011-03-16,-19,Rufiji,Pwani,500,VWC,False,1970-01-01 00:00:00.000002007,handpump,never pay,good,dry,shallow well,hand pump,non functional,3,41
500.0,2011-03-27,1244,Rufiji,Iringa,55,WUA,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,seasonal,river/lake,communal standpipe,functional,3,41
100.0,2013-01-22,357,Ruvuma/Southern Coast,Mtwara,1700,VWC,True,1970-01-01 00:00:00.000001975,motorpump,per bucket,salty,enough,borehole,communal standpipe,functional,1,43
0.0,2013-03-29,1612,Pangani,Kilimanjaro,1,WUA,True,1970-01-01 00:00:00.000001960,gravity,never pay,good,insufficient,spring,communal standpipe,non functional,3,43
5000.0,2011-03-05,1790,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002003,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-07-18,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,unknown,dry,borehole,hand pump,non functional,7,41
1000.0,2011-03-02,1591,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001984,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-07-15,1536,Lake Tanganyika,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001987,other,unknown,unknown,unknown,borehole,other,non functional,7,41
0.0,2011-07-11,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,insufficient,shallow well,other,non functional,7,41
0.0,2013-01-19,844,Internal,Singida,250,VWC,False,1970-01-01 00:00:00.000001974,motorpump,never pay,good,enough,borehole,communal standpipe,non functional,1,43
0.0,2011-04-02,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,dry,borehole,communal standpipe,non functional,4,41
0.0,2012-10-12,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,other,never pay,good,seasonal,shallow well,other,non functional,10,42
0.0,2011-03-18,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-03-14,1257,Pangani,Arusha,210,VWC,True,1970-01-01 00:00:00.000002011,gravity,unknown,good,enough,spring,communal standpipe,non functional,3,43
250.0,2013-02-14,1572,Lake Tanganyika,Kigoma,320,Water authority,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,improved spring,functional needs repair,2,43
0.0,2011-03-28,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,river/lake,communal standpipe,functional,3,41
100.0,2013-01-22,338,Ruvuma/Southern Coast,Mtwara,2530,VWC,True,1970-01-01 00:00:00.000001974,motorpump,per bucket,salty,enough,borehole,communal standpipe,functional,1,43
0.0,2012-10-10,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,dry,shallow well,hand pump,non functional,10,42
0.0,2011-08-06,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,borehole,hand pump,functional,8,41
0.0,2012-10-13,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,10,42
0.0,2013-01-16,1286,Lake Tanganyika,Kigoma,450,VWC,False,1970-01-01 00:00:00.000001988,gravity,unknown,good,enough,river/lake,communal standpipe,functional,1,43
0.0,2013-02-14,458,Lake Nyasa,Ruvuma,86,VWC,True,1970-01-01 00:00:00.000001990,gravity,unknown,good,dry,spring,communal standpipe,non functional,2,43
0.0,2011-03-21,326,Rufiji,Morogoro,1,Water Board,True,1970-01-01 00:00:00.000001995,gravity,never pay,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-03-13,0,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001961,other,never pay,salty,dry,other,other,non functional,3,41
0.0,2013-03-02,1445,Pangani,Kilimanjaro,80,VWC,False,1970-01-01 00:00:00.000001972,gravity,never pay,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2011-07-22,1886,Lake Rukwa,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001984,submersible,never pay,unknown,enough,river/lake,communal standpipe,functional needs repair,7,41
250.0,2013-02-12,1343,Lake Tanganyika,Kigoma,50,Water authority,True,1970-01-01 00:00:00.000001982,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,2,43
0.0,2013-01-29,1499,Lake Tanganyika,Kigoma,450,VWC,False,1970-01-01 00:00:00.000002010,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,functional,1,43
0.0,2012-10-10,0,Internal,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,10,42
0.0,2013-01-04,1564,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000002002,gravity,never pay,good,insufficient,spring,communal standpipe,non functional,1,43
500.0,2013-02-03,991,Lake Tanganyika,Kigoma,150,VWC,True,1970-01-01 00:00:00.000001997,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,2,43
0.0,2013-02-24,1415,Pangani,Kilimanjaro,1,VWC,True,1970-01-01 00:00:00.000001976,gravity,never pay,good,enough,spring,other,non functional,2,43
0.0,2012-11-13,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional,11,42
500.0,2013-02-01,1822,Lake Tanganyika,Rukwa,0,VWC,True,1970-01-01 00:00:00.000001991,handpump,monthly,good,seasonal,borehole,hand pump,functional,2,43
0.0,2013-02-08,1349,Lake Tanganyika,Kigoma,500,VWC,False,1970-01-01 00:00:00.000002008,handpump,unknown,good,enough,borehole,hand pump,non functional,2,43
0.0,2011-08-10,524,Wami/Ruvu,Morogoro,450,VWC,True,1970-01-01 00:00:00.000001970,gravity,never pay,good,insufficient,river/lake,communal standpipe,non functional,8,41
0.0,2013-01-28,1542,Internal,Singida,230,VWC,True,1970-01-01 00:00:00.000001998,handpump,never pay,good,enough,shallow well,hand pump,non functional,1,43
0.0,2013-08-03,1491,Internal,Arusha,96,VWC,True,1970-01-01 00:00:00.000002009,gravity,unknown,good,insufficient,spring,communal standpipe,functional,8,43
10.0,2013-03-15,1602,Internal,Arusha,150,VWC,True,1970-01-01 00:00:00.000001992,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,3,43
0.0,2013-03-17,991,Pangani,Kilimanjaro,100,VWC,False,1970-01-01 00:00:00.000001963,gravity,unknown,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-04-12,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,insufficient,borehole,communal standpipe,functional,4,41
0.0,2013-01-27,201,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,dry,borehole,communal standpipe,non functional,1,43
0.0,2011-07-09,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,shallow well,hand pump,non functional,7,41
0.0,2013-02-01,334,Ruvuma/Southern Coast,Mtwara,36,VWC,True,1970-01-01 00:00:00.000001978,handpump,never pay,salty,dry,shallow well,hand pump,non functional,2,43
0.0,2011-07-30,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,other,functional,7,41
0.0,2011-07-18,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,borehole,hand pump,functional,7,41
0.0,2012-10-12,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,dry,shallow well,hand pump,functional,10,42
0.0,2011-07-15,0,Lake Nyasa,Mbeya,0,Water authority,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2012-10-23,0,Internal,Tabora,0,Water authority,False,1970-01-01 00:00:00.000000000,submersible,never pay,salty,enough,borehole,communal standpipe,functional,10,42
0.0,2011-07-17,0,Lake Tanganyika,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,7,41
0.0,2011-07-30,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,borehole,hand pump,functional,7,41
0.0,2013-02-21,1773,Internal,Manyara,150,VWC,True,1970-01-01 00:00:00.000002010,gravity,never pay,good,enough,river/lake,communal standpipe,functional needs repair,2,43
0.0,2011-02-21,-25,Rufiji,Pwani,50,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,2,41
0.0,2013-02-12,828,Rufiji,Ruvuma,900,VWC,True,1970-01-01 00:00:00.000002010,gravity,never pay,good,dry,river/lake,communal standpipe,non functional,2,43
0.0,2011-04-03,0,Rufiji,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,annually,good,dry,river/lake,communal standpipe,non functional,4,41
0.0,2011-07-14,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2011-02-17,290,Wami/Ruvu,Pwani,500,Private operator,False,1970-01-01 00:00:00.000001997,handpump,never pay,good,dry,borehole,hand pump,non functional,2,41
0.0,2013-02-05,1230,Lake Tanganyika,Kigoma,350,VWC,False,1970-01-01 00:00:00.000001990,handpump,unknown,good,enough,borehole,hand pump,non functional,2,43
0.0,2011-08-19,1632,Lake Rukwa,Rukwa,200,VWC,False,1970-01-01 00:00:00.000001984,handpump,never pay,good,insufficient,borehole,hand pump,functional,8,41
0.0,2011-03-13,237,Pangani,Tanga,150,VWC,False,1970-01-01 00:00:00.000001999,gravity,never pay,good,seasonal,spring,communal standpipe,non functional,3,41
0.0,2011-04-04,0,Rufiji,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,seasonal,river/lake,communal standpipe,functional needs repair,4,41
0.0,2013-01-22,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,functional needs repair,1,43
0.0,2011-04-12,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,4,41
